Price,Price per meter,Bedrooms,Bathrooms,Floor,View,Year Built,Payment Method,Seller Type,Area in m²,Governorate
16000000,82474,3,3,2,Garden,2023,Cash,Broker,194,Greater Cairo
13250000,71621,3,3,2,Corner,2024,Cash,Broker,185,Greater Cairo
23768850,168573,2,,1,Garden,2027,Cash or Installments,Broker,141,Greater Cairo
1625000,15476,2,2,2,Main Street,2019,Cash or Installments,Broker,105,Greater Cairo
4300000,37719,2,2,0,Main Street,2025,Cash or Installments,Broker,114,Greater Cairo
13137307,101056,2,2,1,Main Street,2025,Cash or Installments,Broker,130,Greater Cairo
8163843,61847,2,2,1,Pool,2025,Cash or Installments,Broker,132,Greater Cairo
15000000,63025,3,3,4,Pool,2025,Cash,Broker,238,Greater Cairo
30399000,146855,,,2,Main Street,2027,Cash or Installments,Broker,207,Greater Cairo
12143600,75897,3,2,2,Main Street,2025,Installments,Broker,160,Greater Cairo
15409725,79024,,,2,Pool,2027,Cash or Installments,Broker,195,Greater Cairo
25824000,137361,,,8,Pool,2027,Cash or Installments,Broker,188,Greater Cairo
39766650,182415,2,,2,Garden,2027,Cash or Installments,Broker,218,Greater Cairo
8913000,70181,2,,4,Main Street,2027,Cash or Installments,Broker,127,Greater Cairo
7440000,43764,,,2,Main Street,2025,Cash or Installments,Broker,170,Greater Cairo
15000000,88235,3,3,1,Garden,2025,Cash,Broker,170,Greater Cairo
9300000,54069,3,3,2,Lake,2026,Cash or Installments,Broker,172,Greater Cairo
9108000,37327,4,4,0,Other,2025,Cash,Broker,244,Greater Cairo
12049485,59650,4,3,1,Main Street,2029,Cash or Installments,Broker,202,Greater Cairo
6180000,38148,3,2,4,Golf Course,2026,Installments,Broker,162,Greater Cairo
8200000,41000,3,3,0,Main Street,2025,Cash,Broker,200,Greater Cairo
9400000,50537,3,2,2,Main Street,2025,Cash or Installments,Broker,186,Greater Cairo
8150000,79901,2,2,10,Other,2027,Installments,Broker,102,Greater Cairo
6200000,37575,3,3,1,Other,2025,Cash,Broker,165,Greater Cairo
8890000,55562,3,3,3,Club,2027,Cash or Installments,Broker,160,Greater Cairo
8270000,55133,3,2,1,Main Street,2028,Cash or Installments,Broker,150,Greater Cairo
7797375,60444,2,2,5,Garden,2025,Installments,Broker,129,Greater Cairo
17059000,136472,2,2,2,Other,2028,Cash or Installments,Broker,125,Greater Cairo
8000000,75471,2,2,3,Garden,2025,Cash,Broker,106,Greater Cairo
9142000,61355,3,3,3,Garden,2027,Cash or Installments,Broker,149,Greater Cairo
4100000,22162,,,1,Garden,2025,Cash,Broker,185,Greater Cairo
8770000,44517,3,3,2,Garden,2020,Cash or Installments,Broker,197,Greater Cairo
9427000,69829,2,2,2,Club,2025,Cash or Installments,Broker,135,Greater Cairo
12000000,70588,3,3,3,Garden,2027,Installments,Broker,170,Greater Cairo
13000000,78313,3,3,6,Main Street,2026,Cash or Installments,Broker,166,Greater Cairo
9245000,59645,3,1,3,Garden,2027,Cash or Installments,Broker,155,Greater Cairo
7000000,34146,4,4,2,Pool,2025,Installments,Broker,205,North Coast
14200000,60425,3,3,2,Club,2025,Cash or Installments,Broker,235,Greater Cairo
12600000,74117,3,2,6,Main Street,2028,Installments,Broker,170,Greater Cairo
14950000,130000,2,,2,Pool,2026,Cash or Installments,Broker,115,North Coast
7447772,65331,2,,4,Pool,2028,Cash or Installments,Broker,114,Greater Cairo
4700000,48958,2,2,4,Side Street,2018,Cash,Broker,96,Greater Cairo
12010000,76012,3,2,0,Main Street,2029,Cash or Installments,Broker,158,Greater Cairo
11700000,97500,2,2,1,Garden,2025,Cash or Installments,Broker,120,Greater Cairo
6500000,28888,3,2,5,Main Street,1990,Cash,Broker,225,Greater Cairo
5640000,117500,1,1,1,Sea View,2025,Cash,Broker,48,Greater Cairo
9700000,48500,4,3,3,Club,2026,Installments,Broker,200,Alexandria
3300000,19411,3,2,3,Main Street,2019,Cash,Broker,170,Greater Cairo
7772000,49189,2,3,2,Garden,2025,Cash or Installments,Broker,158,Greater Cairo
7038000,47554,3,3,4,Garden,2027,Cash,Broker,148,Greater Cairo
6174000,42000,3,3,2,Main Street,2022,Cash or Installments,Broker,147,Greater Cairo
2196000,18769,3,1,4,Main Street,2023,Cash or Installments,Broker,117,Greater Cairo
4600000,24598,3,2,16,Other,2000,Cash,Broker,187,Alexandria
15400000,85082,3,3,0,Garden,2024,Cash,Broker,181,Greater Cairo
5700000,35185,3,2,2,Main Street,2025,Cash,Broker,162,Greater Cairo
4764092,36091,2,2,2,Main Street,2022,Cash or Installments,Broker,132,Greater Cairo
9135000,52500,3,2,3,Garden,2028,Cash or Installments,Broker,174,Greater Cairo
39766650,182415,2,,6,Pool,2027,Cash or Installments,Broker,218,Greater Cairo
8000000,26666,3,3,2,Main Street,2025,Cash,Broker,300,Greater Cairo
12000000,76923,3,3,4,Garden,2028,Installments,Broker,156,Greater Cairo
10440000,47454,4,4,4,Lake,2026,Cash or Installments,Broker,220,Greater Cairo
13000000,47272,3,3,1,Other,2024,Cash,Broker,275,Greater Cairo
2650000,13947,3,2,4,Side Street,2018,Cash,Broker,190,Greater Cairo
8500000,54838,3,2,2,Garden,2027,Cash or Installments,Broker,155,Greater Cairo
6200000,25833,3,2,2,Lake,2022,Cash,Broker,240,Greater Cairo
8300000,51875,3,3,4,Garden,2021,Cash,Broker,160,Greater Cairo
8056500,73240,2,,1,Main Street,2027,Installments,Broker,110,Ain El Sokhna
10950000,65568,3,3,0,Garden,2026,Cash or Installments,Broker,167,Greater Cairo
9737500,66241,3,2,2,Garden,2025,Cash,Broker,147,Greater Cairo
8700000,38157,3,2,2,Main Street,2025,Cash,Broker,228,Greater Cairo
8000000,36363,3,3,0,Main Street,2025,Cash,Broker,220,Greater Cairo
11605522,87920,,,3,Main Street,2028,Installments,Broker,132,Greater Cairo
10987982,67827,3,2,0,Main Street,2025,Cash or Installments,Broker,162,Greater Cairo
8000000,38095,3,3,1,Other,2025,Cash,Broker,210,Greater Cairo
7500000,44117,3,3,1,Main Street,2025,Cash,Broker,170,Greater Cairo
7600000,60800,3,2,2,Garden,2024,Cash,Broker,125,Greater Cairo
6300000,36000,3,3,3,Main Street,2025,Cash,Broker,175,Greater Cairo
15000000,58365,3,3,2,Garden,2025,Cash,Broker,257,Greater Cairo
5800000,42962,2,3,2,Main Street,2027,Cash or Installments,Broker,135,Greater Cairo
4400000,24581,3,2,2,Main Street,2027,Cash or Installments,Broker,179,Greater Cairo
7500000,38659,4,3,0,Garden,2025,Cash,Broker,194,Greater Cairo
6500000,45454,3,2,2,Back,2003,Cash,Broker,143,Greater Cairo
16000000,82474,3,3,0,Garden,2025,Cash,Broker,194,Greater Cairo
8552000,58575,2,2,6,Main Street,2027,Installments,Broker,146,Greater Cairo
14000000,83832,3,3,3,Garden,2024,Cash,Broker,167,Greater Cairo
12500000,45454,3,3,0,Garden,2025,Cash,Broker,275,Greater Cairo
4800000,63157,1,1,1,Other,2030,Cash or Installments,Broker,76,Greater Cairo
8400000,75000,3,2,1,Main Street,2020,Cash,Broker,112,Greater Cairo
4280000,42800,2,2,2,Main Street,2025,Cash or Installments,Broker,100,Greater Cairo
9845000,55000,2,1,1,Sea View,2026,Cash or Installments,Broker,179,Hurghada
10000000,67114,3,3,3,Main Street,2027,Cash or Installments,Broker,149,Greater Cairo
10000000,67114,3,3,0,Garden,2027,Cash or Installments,Broker,149,Greater Cairo
5625000,45000,2,2,8,Main Street,2025,Cash or Installments,Broker,125,Greater Cairo
14000000,54687,3,3,0,Main Street,2026,Cash or Installments,Broker,256,Greater Cairo
4000000,68965,1,1,4,Other,2026,Installments,Broker,58,Greater Cairo
8100000,40099,4,3,0,Main Street,2028,Cash or Installments,Broker,202,Greater Cairo
4915000,31915,3,3,2,Main Street,2022,Cash or Installments,Broker,154,Greater Cairo
6429600,28200,4,2,6,Other,2027,Cash or Installments,Broker,228,Qalyubia
9170000,67925,3,2,1,Main Street,2028,Cash or Installments,Broker,135,Greater Cairo
12500000,63131,3,4,2,Main Street,2025,Cash or Installments,Broker,198,Greater Cairo
4500000,39130,2,1,,Garden,,Cash,Broker,115,Greater Cairo
4400000,35200,2,1,4,Other,2027,Installments,Broker,125,Greater Cairo
3555000,39500,2,1,4,Pool,2026,Cash or Installments,Broker,90,Hurghada
9855909,63586,3,2,3,Main Street,2028,Cash or Installments,Broker,155,Greater Cairo
3611000,23000,3,3,2,Garden,2028,Installments,Broker,157,Greater Cairo
8258425,92791,1,1,1,,2027,Cash,Broker,89,Hurghada
2800000,16000,3,2,4,Side Street,2017,Cash,Broker,175,Greater Cairo
5526000,34537,3,3,2,Garden,2026,Installments,Broker,160,Greater Cairo
8200000,42708,3,2,1,Other,2025,Cash,Broker,192,Greater Cairo
8552000,58575,2,2,6,Main Street,2027,Cash or Installments,Broker,146,Greater Cairo
9910000,71294,3,2,1,Main Street,2025,Cash or Installments,Broker,139,Greater Cairo
6000000,46153,2,2,2,Plaza,2027,Cash or Installments,Broker,130,Greater Cairo
5500000,30555,3,3,1,Garden,2025,Cash,Broker,180,Greater Cairo
7500000,38659,4,3,7,Main Street,2027,Cash or Installments,Broker,194,Greater Cairo
11750000,27976,5,3,2,Side Street,2025,Cash,Broker,420,Greater Cairo
7200000,27692,4,3,1,Main Street,2024,Cash,Broker,260,Greater Cairo
7200000,27692,4,3,2,Main Street,2020,Cash,Broker,260,Greater Cairo
14500000,61965,3,3,0,Garden,2025,Cash or Installments,Broker,234,Greater Cairo
6500000,32663,3,2,2,Main Street,2025,Cash or Installments,Broker,199,Greater Cairo
4000000,29411,3,3,0,Garden,2025,Cash,Broker,136,Greater Cairo
5048965,53147,2,1,2,Main Street,2027,Cash or Installments,Broker,95,Hurghada
8008000,36400,3,3,5,Main Street,2025,Cash or Installments,Broker,220,Greater Cairo
10500000,46460,4,3,4,Garden,2025,Cash,Broker,226,Greater Cairo
18000000,81081,3,3,1,Main Street,2027,Cash or Installments,Broker,222,Greater Cairo
21309000,106545,3,,2,Garden,2025,Cash or Installments,Broker,200,Greater Cairo
3600000,20000,3,2,11,Sea View,2007,Cash,Broker,180,Alexandria
10000000,51020,4,4,4,Main Street,2028,Installments,Broker,196,Greater Cairo
1625000,15476,2,2,7,Main Street,2023,Cash or Installments,Broker,105,Greater Cairo
9750000,46208,3,3,1,,2010,Cash,Broker,211,Greater Cairo
5000000,43478,2,3,1,Garden,2025,Cash,Broker,115,Greater Cairo
5907000,63516,2,1,0,Garden,2027,Cash or Installments,Broker,93,Hurghada
2706000,33000,2,1,2,Main Street,2026,Cash or Installments,Broker,82,Hurghada
25824000,137361,,,3,Garden,2027,Cash or Installments,Broker,188,Greater Cairo
5675000,29712,4,4,2,Garden,2028,Installments,Broker,191,Greater Cairo
14850000,58235,3,4,1,Main Street,2025,Cash,Broker,255,Greater Cairo
2818200,46200,1,1,2,Side Street,2025,Cash,Broker,61,Hurghada
8700000,58000,3,3,2,Main Street,2028,Installments,Broker,150,Greater Cairo
8900000,77391,2,1,1,Garden,2026,Installments,Broker,115,Greater Cairo
14366000,67764,3,,2,Main Street,2028,Cash or Installments,Broker,212,Alexandria
11000000,40000,3,4,15,,2015,Cash,Broker,275,Alexandria
24000000,75471,3,4,0,Other,2025,Cash,Broker,318,Greater Cairo
8100000,35217,4,3,1,Side Street,2018,Cash,Broker,230,Greater Cairo
10000000,40000,4,3,2,Main Street,2025,Cash,Broker,250,Greater Cairo
24684450,175067,2,,1,Lake,2027,Cash or Installments,Broker,141,Greater Cairo
16330000,209358,1,1,0,Sea View,2028,Cash or Installments,Broker,78,North Coast
4500000,30000,3,1,14,Main Street,2018,Cash,Broker,150,Alexandria
3000000,69767,1,1,1,Main Street,2026,Installments,Broker,43,Hurghada
9660000,70000,,,2,Main Street,2028,Cash or Installments,Broker,138,Greater Cairo
8100000,51265,2,3,3,Garden,2024,Installments,Broker,158,Greater Cairo
3555000,39500,2,1,3,Main Street,2026,Cash or Installments,Broker,90,Hurghada
6500000,21666,3,3,1,,2022,Cash or Installments,Broker,300,Greater Cairo
3600000,46153,2,1,5,Garden,2025,Cash,Broker,78,Greater Cairo
4750000,35185,3,2,13,Sea View,2015,Cash,Broker,135,Alexandria
4402000,38278,2,2,0,Main Street,2029,Installments,Broker,115,Greater Cairo
3500000,20588,3,2,4,Main Street,2004,Cash,Broker,170,Greater Cairo
14300000,61111,4,4,0,Garden,2024,Cash,Broker,234,Greater Cairo
7456090,69683,3,2,1,Garden,2028,Cash or Installments,Broker,107,Greater Cairo
4145000,55266,1,1,1,Garden,2027,Installments,Broker,75,Greater Cairo
8000000,30303,4,3,4,Other,2006,Cash,Broker,264,Alexandria
8500000,37777,3,3,0,Pool,2025,Cash,Broker,225,Greater Cairo
7550000,46604,2,1,0,Garden,2026,Cash or Installments,Broker,162,Greater Cairo
10500000,70000,3,3,2,Garden,2025,Cash or Installments,Broker,150,Greater Cairo
7240000,53629,3,2,2,Main Street,2025,Cash or Installments,Broker,135,Greater Cairo
9143408,51657,4,4,2,Pool,2025,Cash or Installments,Broker,177,Greater Cairo
6700000,82716,1,1,2,,2027,Cash or Installments,Broker,81,Hurghada
8200000,51898,3,,2,Garden,2028,Cash or Installments,Broker,158,Greater Cairo
4400000,25882,3,3,0,Side Street,2021,Cash or Installments,Broker,170,Greater Cairo
18649489,82886,4,4,4,Main Street,2026,Installments,Broker,225,Greater Cairo
1991000,19910,2,1,3,Main Street,2027,Cash,Broker,100,Greater Cairo
12050000,92692,2,3,2,Main Street,2025,Cash or Installments,Broker,130,Greater Cairo
25000000,147058,3,3,4,Main Street,2026,Cash or Installments,Broker,170,Greater Cairo
4300000,26060,3,2,9,Main Street,2025,Cash,Broker,165,Greater Cairo
9000000,42857,3,2,1,Other,2025,Cash,Broker,210,Greater Cairo
6500000,26000,3,3,1,,2022,Cash or Installments,Broker,250,Greater Cairo
14000000,71794,3,2,1,Lake,2025,Cash,Broker,195,Greater Cairo
4244400,36276,2,2,2,Main Street,2020,Cash or Installments,Broker,117,Greater Cairo
25000000,78616,3,4,2,Garden,2024,Cash,Broker,318,Greater Cairo
9000000,52941,3,3,1,Main Street,2028,Cash or Installments,Broker,170,Greater Cairo
15000000,88235,2,3,2,Garden,2023,Cash,Broker,170,Greater Cairo
6753000,58721,2,2,2,Club,2025,Installments,Broker,115,Greater Cairo
7500000,51724,2,2,10,Sea View,1995,Cash,Broker,145,Alexandria
8500000,57432,3,2,5,Main Street,2024,Cash,Broker,148,Greater Cairo
7800000,31836,4,2,11,Main Street,2015,Cash,Broker,245,Alexandria
9444000,73209,2,,1,Main Street,2029,Cash or Installments,Broker,129,Greater Cairo
5152000,28000,3,3,2,Other,2027,Cash or Installments,Broker,184,Qalyubia
3654000,29000,3,1,3,Pool,2025,Installments,Broker,126,Hurghada
4200000,21000,3,3,10,Main Street,2016,Cash,Broker,200,Greater Cairo
6000000,40000,2,2,1,Side Street,2025,Cash,Broker,150,Greater Cairo
8000000,43243,3,2,1,,2016,Cash,Broker,185,Alexandria
12600000,74117,3,2,3,Main Street,2024,Installments,Broker,170,Greater Cairo
10600356,76261,2,2,2,Garden,2027,Cash or Installments,Broker,139,Greater Cairo
22102000,110510,3,,5,Main Street,2025,Cash or Installments,Broker,200,Greater Cairo
9303514,58883,3,3,3,Lake,2029,Cash or Installments,Broker,158,Greater Cairo
9500000,64189,3,2,1,Main Street,2025,Cash,Broker,148,Greater Cairo
6750000,63084,2,2,5,Side Street,2025,Cash or Installments,Broker,107,Greater Cairo
15799000,96335,3,,1,Main Street,2025,Cash or Installments,Broker,164,Greater Cairo
7300000,34761,3,2,3,Main Street,2025,Cash,Broker,210,Greater Cairo
4650000,33214,3,2,0,Main Street,2016,Cash,Broker,140,Greater Cairo
6700000,19142,3,2,3,Main Street,2019,Cash,Broker,350,Greater Cairo
5731706,88180,1,1,4,Other,2025,Cash,Broker,65,Greater Cairo
14693000,63606,3,3,2,Main Street,2026,Cash,Broker,231,Greater Cairo
5000000,36496,3,1,2,Garden,2025,Cash,Broker,137,Greater Cairo
16457032,97958,3,3,1,Garden,2025,Installments,Broker,168,Greater Cairo
7690000,36619,3,2,2,Corner,2025,Cash,Broker,210,Greater Cairo
6000000,32432,3,2,0,Garden,2023,Cash,Broker,185,Greater Cairo
8000000,33333,,,2,Side Street,2024,Cash,Broker,240,Greater Cairo
4200000,24705,3,2,2,Side Street,2025,Cash,Broker,170,Greater Cairo
8500000,59440,3,2,0,Garden,2025,Cash,Broker,143,Greater Cairo
11760000,70000,3,2,2,Main Street,2029,Cash or Installments,Broker,168,Greater Cairo
2349000,52200,1,1,1,Main Street,2027,Installments,Broker,45,Hurghada
6154813,37759,3,3,1,Main Street,2029,Cash or Installments,Broker,163,Greater Cairo
6700000,35263,3,3,3,Other,2014,Cash,Broker,190,Alexandria
10000000,67114,3,3,4,Garden,2027,Installments,Broker,149,Greater Cairo
16756700,83783,3,4,8,Garden,2027,Installments,Broker,200,Greater Cairo
19000000,126666,3,3,0,Lake,2029,Installments,Broker,150,North Coast
5000000,39682,3,2,1,Corner,2020,Cash,Broker,126,Greater Cairo
6813000,46346,3,3,3,Garden,2025,Cash or Installments,Broker,147,Greater Cairo
12000000,73170,3,2,0,Garden,2025,Cash,Broker,164,Greater Cairo
15500000,119230,2,2,1,Other,2023,Cash,Broker,130,Greater Cairo
3000000,24390,3,3,3,Main Street,2028,Cash or Installments,Broker,123,Greater Cairo
5250000,25609,3,3,7,Corner,2007,Cash,Broker,205,Greater Cairo
16000000,128000,2,2,3,Lake,2026,Cash or Installments,Broker,125,Greater Cairo
17640000,117600,3,4,4,Garden,2027,Cash or Installments,Broker,150,Greater Cairo
9284000,64923,2,2,4,Other,2025,Installments,Broker,143,Greater Cairo
4452000,42000,2,1,1,Side Street,2027,Cash or Installments,Broker,106,Hurghada
7500000,31914,3,3,2,Garden,2022,Cash,Broker,235,Greater Cairo
1500000,14285,3,2,6,Main Street,2024,Cash or Installments,Broker,105,Greater Cairo
9500000,38775,3,3,10,Main Street,2012,Cash,Broker,245,Alexandria
5000000,47619,3,2,5,Garden,2025,Cash,Broker,105,Greater Cairo
4200000,35000,2,2,1,Garden,2027,Installments,Broker,120,Greater Cairo
12338000,79600,3,2,0,Garden,2029,Cash or Installments,Broker,155,Greater Cairo
7800000,34666,3,3,0,Side Street,2024,Cash,Broker,225,Greater Cairo
10174000,55293,3,4,2,Main Street,2027,Installments,Broker,184,Greater Cairo
6413201,48955,2,2,1,Main Street,2026,Cash or Installments,Broker,131,Greater Cairo
7500000,37500,3,2,1,Other,2027,Cash,Broker,200,Greater Cairo
6000000,35294,3,2,2,Garden,2019,Cash,Broker,170,Greater Cairo
14500000,90625,2,2,2,Lake,2025,Cash,Broker,160,Greater Cairo
2550000,52040,1,1,1,Main Street,2025,Cash,Broker,49,Hurghada
6300000,40645,3,2,2,Main Street,2025,Cash,Broker,155,Greater Cairo
3325000,25000,3,3,3,Main Street,2027,Cash or Installments,Broker,133,Greater Cairo
10950000,65568,3,3,3,Garden,2026,Installments,Broker,167,Greater Cairo
15000000,83798,3,3,0,Garden,2025,Cash,Broker,179,Greater Cairo
11500000,57500,3,3,2,Main Street,2025,Installments,Broker,200,Greater Cairo
11000000,52380,3,2,4,Other,2025,Cash,Broker,210,Greater Cairo
20000000,80000,3,3,3,Garden,2025,Cash,Broker,250,Greater Cairo
12800000,58181,4,4,3,Main Street,2025,Cash,Broker,220,Greater Cairo
6250000,83333,1,2,1,Garden,2029,Cash or Installments,Broker,75,Greater Cairo
4000000,17621,,,12,,2004,Cash or Installments,Broker,227,Greater Cairo
8143500,25852,4,3,5,Garden,2025,Cash or Installments,Broker,315,Greater Cairo
12500000,50000,3,3,3,Garden,2025,Cash,Broker,250,Greater Cairo
19500000,111428,4,2,1,Sea View,2025,Cash,Broker,175,North Coast
3241000,46300,1,1,4,Pool,2027,Cash or Installments,Broker,70,Hurghada
7560000,40000,3,3,1,Other,2025,Cash,Broker,189,Greater Cairo
4420000,27625,3,2,3,Main Street,2022,Cash or Installments,Broker,160,Greater Cairo
12000000,47058,4,2,1,Garden,2024,Cash,Broker,255,Greater Cairo
9530000,69562,3,3,4,Lake,2024,Cash or Installments,Broker,137,Greater Cairo
6264000,58000,2,,3,Main Street,2026,Installments,Broker,108,Greater Cairo
9500000,70895,2,2,1,Garden,2025,Cash,Broker,134,Greater Cairo
9050000,56562,3,2,4,Main Street,2025,Installments,Broker,160,Greater Cairo
9000000,40000,4,3,5,Golf Course,2027,Cash or Installments,Broker,225,Greater Cairo
7000000,38888,3,2,3,Garden,2026,Cash or Installments,Broker,180,Greater Cairo
4888000,54921,1,1,2,Garden,2027,Cash or Installments,Broker,89,Greater Cairo
6110000,36153,3,2,2,Main Street,2023,Cash,Broker,169,Greater Cairo
5300000,49074,1,2,2,Plaza,2025,Installments,Broker,108,North Coast
8000000,44444,3,3,2,Garden,2027,Cash,Broker,180,Greater Cairo
5000000,34246,3,1,8,Side Street,2011,Cash,Broker,146,Alexandria
7500000,45180,2,2,4,Main Street,2024,Cash or Installments,Broker,166,Greater Cairo
9400000,50537,3,2,3,Main Street,2025,Cash or Installments,Broker,186,Greater Cairo
4200000,31343,3,2,1,Main Street,2025,Cash or Installments,Broker,134,Greater Cairo
6776000,81638,2,,1,Garden,2027,Installments,Broker,83,Greater Cairo
7456090,69683,3,2,4,Corner,2027,Installments,Broker,107,Greater Cairo
4935000,53064,2,1,1,Pool,2027,Cash or Installments,Broker,93,Hurghada
7771700,50140,3,2,2,Plaza,2025,Installments,Broker,155,Alexandria
8430000,64846,2,2,3,Garden,2027,Installments,Broker,130,Greater Cairo
9350031,49210,3,2,3,Garden,2024,Cash or Installments,Broker,190,Greater Cairo
6500000,39393,3,3,2,Garden,2025,Installments,Broker,165,Greater Cairo
7000000,55118,3,2,4,Garden,2000,Cash,Broker,127,Greater Cairo
5700000,44531,2,2,0,Other,2023,Cash,Broker,128,Greater Cairo
2700000,10800,3,2,10,Main Street,2016,Cash,Broker,250,Greater Cairo
9688704,78769,1,,4,Sea View,2026,Cash or Installments,Broker,123,Hurghada
